lake,timestamp,download_timestamp,ph,temperature,dissolved_ammonia,cod,bod,dissolved_oxygen,turbidity,conductivity,chloride,nitrate,toc,level,level_2
Agara Lake,2023-08-23 18:00:00,2023-08-24 08:30:00,8.09,27.6,1.71,118.31,23.92,4.37,51.91,722.1,16.56,15.38,117.01,2.43,
Varthur Lake,2023-08-24 04:30:00,2023-08-24 09:30:00,6.77,26.8,7.46,593.26,137.63,0.79,30.15,1314.0,270.34,16.41,441.24,1.29,
Bellandhur Lake,2023-08-24 04:30:00,2023-08-24 09:30:00,6.24,26.8,164.45,975.61,254.73,0.77,96.48,1207.0,143.29,22.2,1962.6,1.3,
Agara Lake,2023-08-23 18:00:00,2023-08-24 09:30:00,8.09,27.6,1.71,118.31,23.92,4.37,51.91,722.1,16.56,15.38,117.01,2.43,
Varthur Lake,2023-08-24 05:30:00,2023-08-24 10:30:00,7.01,26.4,6.62,551.97,124.97,0.8,32.4,1313.0,253.03,19.57,419.08,1.29,
Bellandhur Lake,2023-08-24 05:30:00,2023-08-24 10:30:00,6.25,26.9,160.84,-,-,0.77,-,1252.0,-,-,-,1.3,
Agara Lake,2023-08-23 18:00:00,2023-08-24 10:30:00,8.09,27.6,1.71,118.31,23.92,4.37,51.91,722.1,16.56,15.38,117.01,2.43,
Varthur Lake,2023-08-24 06:30:00,2023-08-24 11:30:00,6.06,25.0,1.67,530.9,118.7,7.23,35.15,1313.0,243.87,20.21,408.71,1.29,
Bellandhur Lake,2023-08-24 06:30:00,2023-08-24 11:30:00,6.31,26.8,161.66,-,-,0.77,-,1215.0,-,-,-,1.3,
Agara Lake,2023-08-23 18:00:00,2023-08-24 11:30:00,8.09,27.6,1.71,118.31,23.92,4.37,51.91,722.1,16.56,15.38,117.01,2.43,
Varthur Lake,2023-08-24 07:30:00,2023-08-24 12:30:00,3.86,24.8,1.78,497.46,110.74,8.95,35.22,1313.0,228.98,21.72,392.69,1.29,
Bellandhur Lake,2023-08-24 07:30:00,2023-08-24 12:30:00,6.36,27.0,154.46,-,-,0.76,-,1319.0,-,-,-,1.3,
Agara Lake,2023-08-23 18:00:00,2023-08-24 12:30:00,8.09,27.6,1.71,118.31,23.92,4.37,51.91,722.1,16.56,15.38,117.01,2.43,
Varthur Lake,2023-08-24 08:30:00,2023-08-24 13:30:00,3.52,25.1,1.78,503.87,114.95,9.34,36.29,1313.0,231.28,19.09,399.01,1.29,
Bellandhur Lake,2023-08-24 08:30:00,2023-08-24 13:30:00,6.41,27.0,146.3,-,-,0.77,-,1308.0,-,-,-,1.3,
Agara Lake,2023-08-23 18:00:00,2023-08-24 13:30:00,8.09,27.6,1.71,118.31,23.92,4.37,51.91,722.1,16.56,15.38,117.01,2.43,
Varthur Lake,2023-08-24 09:30:00,2023-08-24 14:30:00,3.55,25.5,1.75,510.97,114.57,9.34,35.02,1313.0,234.02,23.07,408.84,1.29,
Bellandhur Lake,2023-08-24 09:30:00,2023-08-24 14:30:00,6.44,27.0,145.46,-,-,0.76,-,1344.0,-,-,-,1.3,
Agara Lake,2023-08-23 18:00:00,2023-08-24 14:30:00,8.09,27.6,1.71,118.31,23.92,4.37,51.91,722.1,16.56,15.38,117.01,2.43,
Varthur Lake,2023-08-24 10:30:00,2023-08-24 15:30:00,3.6,26.4,1.71,510.61,115.38,9.47,35.58,1313.0,234.47,27.22,407.8,1.29,
Bellandhur Lake,2023-08-24 10:30:00,2023-08-24 15:30:00,6.45,27.0,148.95,-,-,0.76,-,1368.0,-,-,-,1.3,
Agara Lake,2023-08-24 10:30:00,2023-08-24 15:30:00,8.07,26.2,1.56,124.16,25.11,2.33,54.5,726.28,17.38,16.14,120.87,2.42,
Varthur Lake,2023-08-24 11:30:00,2023-08-24 16:30:00,7.61,26.4,0.12,517.62,116.99,0.94,34.41,1313.0,237.52,21.13,407.16,1.29,
Bellandhur Lake,2023-08-24 11:30:00,2023-08-24 16:30:00,6.37,26.6,166.85,-,-,0.77,-,1307.0,-,-,-,1.3,
Agara Lake,2023-08-24 11:30:00,2023-08-24 16:30:00,8.08,26.8,1.63,124.83,25.25,5.37,54.79,723.71,17.48,16.23,121.31,2.42,
Varthur Lake,2023-08-24 12:30:00,2023-08-24 17:30:00,7.07,27.4,0.71,537.66,121.35,0.79,33.92,1315.0,246.84,21.34,410.93,1.29,
Bellandhur Lake,2023-08-24 12:30:00,2023-08-24 17:30:00,6.3,26.6,177.92,-,-,0.77,-,1247.0,-,-,-,1.3,
Agara Lake,2023-08-24 12:30:00,2023-08-24 17:30:00,8.09,26.9,1.67,123.73,25.03,5.62,54.31,719.8,17.32,16.09,120.59,2.43,
Varthur Lake,2023-08-24 12:45:00,2023-08-24 18:30:00,7.02,27.5,0.85,526.87,119.96,0.78,34.58,1315.0,242.11,21.62,404.78,1.29,
Bellandhur Lake,2023-08-24 12:45:00,2023-08-24 18:30:00,6.31,26.7,178.41,-,-,0.77,-,1214.0,-,-,-,1.3,
Agara Lake,2023-08-24 12:45:00,2023-08-24 18:30:00,8.1,27.0,1.67,122.96,24.88,5.55,53.98,718.24,17.21,15.99,120.06,2.43,
Varthur Lake,2023-08-24 14:30:00,2023-08-24 19:30:00,6.98,28.4,1.08,571.15,125.23,0.77,32.84,1316.0,262.64,22.16,426.41,1.29,
Bellandhur Lake,2023-08-24 14:30:00,2023-08-24 19:30:00,6.34,27.6,181.19,721.27,198.96,0.76,56.98,1322.0,106.89,22.36,1315.77,1.3,
Agara Lake,2023-08-24 13:15:00,2023-08-24 19:30:00,8.09,27.2,1.7,124.02,25.08,5.63,54.43,718.15,17.36,16.12,120.75,2.43,
Varthur Lake,2023-08-24 15:30:00,2023-08-24 20:30:00,6.96,28.7,1.53,548.79,117.57,0.77,31.93,1317.0,252.94,22.48,414.89,1.29,
Bellandhur Lake,2023-08-24 15:30:00,2023-08-24 20:30:00,6.28,28.3,179.56,-,-,0.75,254.55,1302.0,-,-,3486.93,1.3,
Agara Lake,2023-08-24 15:30:00,2023-08-24 20:30:00,8.08,27.7,1.74,124.61,25.19,4.91,54.65,720.08,17.44,16.2,121.18,2.42,
Varthur Lake,2023-08-24 16:30:00,2023-08-24 21:30:00,6.76,28.8,4.66,573.59,122.35,0.77,30.05,1316.0,264.45,22.25,426.25,1.29,
Bellandhur Lake,2023-08-24 16:30:00,2023-08-24 21:30:00,6.26,28.6,172.92,-,-,0.75,-,1223.0,-,-,-,1.3,
Agara Lake,2023-08-24 16:30:00,2023-08-24 21:30:00,8.07,27.7,1.72,124.38,25.15,4.49,54.57,720.36,17.41,16.17,121.03,2.42,
Varthur Lake,2023-08-24 17:30:00,2023-08-24 22:30:00,6.79,28.7,5.64,579.81,122.05,0.77,29.69,1317.0,267.08,21.89,430.3,1.29,
Bellandhur Lake,2023-08-24 17:30:00,2023-08-24 22:30:00,6.25,28.8,168.58,-,-,0.74,-,1266.0,-,-,-,1.3,
Agara Lake,2023-08-24 17:30:00,2023-08-24 22:30:00,8.07,27.6,1.74,124.47,25.17,4.12,54.61,720.87,17.43,16.18,121.07,2.42,
Varthur Lake,2023-08-24 17:45:00,2023-08-24 23:30:00,6.81,28.7,5.78,578.03,121.04,0.77,30.84,1317.0,266.7,22.89,429.4,1.29,
Bellandhur Lake,2023-08-24 18:30:00,2023-08-24 23:30:00,6.25,28.8,172.99,559.08,152.69,0.74,43.96,1191.0,95.38,22.36,865.81,1.3,
Agara Lake,2023-08-24 18:15:00,2023-08-24 23:30:00,8.07,27.5,1.68,123.13,24.89,3.57,54.01,721.94,17.24,16.01,120.2,2.42,
Varthur Lake,2023-08-24 19:30:00,2023-08-25 00:30:00,6.84,28.0,5.26,526.99,137.06,0.78,35.74,1316.0,237.96,15.53,409.29,1.29,
Bellandhur Lake,2023-08-24 19:30:00,2023-08-25 00:30:00,6.26,28.6,165.62,-,-,0.75,-,1210.0,-,-,-,1.3,
Agara Lake,2023-08-24 18:15:00,2023-08-25 00:30:00,8.07,27.5,1.68,123.13,24.89,3.57,54.01,721.94,17.24,16.01,120.2,2.42,
Varthur Lake,2023-08-24,2023-08-25 01:30:00,6.81,27.6,5.32,523.29,113.88,0.78,33.87,1315.0,241.12,21.46,405.08,1.29,20:30:00
Bellandhur Lake,2023-08-24,2023-08-25 01:30:00,6.26,28.4,170.81,-,-,0.75,-,1200.0,-,-,-,1.3,20:30:00
Agara Lake,2023-08-24 18:15:00,2023-08-25 01:30:00,8.07,27.5,1.68,123.13,24.89,3.57,54.01,721.94,17.24,16.01,120.2,2.42,
Varthur Lake,2023-08-24 21:30:00,2023-08-25 02:30:00,6.93,27.4,3.63,488.54,120.3,0.79,36.21,1316.0,221.94,16.9,392.84,1.29,
Bellandhur Lake,2023-08-24 21:30:00,2023-08-25 02:30:00,6.26,28.0,172.93,665.81,182.64,0.75,53.45,1166.0,103.83,22.38,1151.28,1.3,
Agara Lake,2023-08-24 18:15:00,2023-08-25 02:30:00,8.07,27.5,1.68,123.13,24.89,3.57,54.01,721.94,17.24,16.01,120.2,2.42,
Varthur Lake,2023-08-24 22:30:00,2023-08-25 03:30:00,6.97,27.1,2.88,528.27,115.02,0.79,33.85,1316.0,243.78,22.02,404.36,1.29,
Bellandhur Lake,2023-08-24 22:30:00,2023-08-25 03:30:00,6.27,27.7,172.12,692.3,184.94,0.76,58.95,1167.0,107.39,22.37,1233.48,1.3,
Agara Lake,2023-08-24 18:15:00,2023-08-25 03:30:00,8.07,27.5,1.68,123.13,24.89,3.57,54.01,721.94,17.24,16.01,120.2,2.42,
Varthur Lake,2023-08-24 23:30:00,2023-08-25 04:30:00,6.84,27.0,3.18,524.43,112.95,0.78,34.89,1315.0,242.48,22.2,402.61,1.29,
Bellandhur Lake,2023-08-24 23:30:00,2023-08-25 04:30:00,6.27,27.4,173.85,715.48,191.21,0.76,63.51,1160.0,112.4,22.38,1286.4,1.3,
Agara Lake,2023-08-24 18:15:00,2023-08-25 04:30:00,8.07,27.5,1.68,123.13,24.89,3.57,54.01,721.94,17.24,16.01,120.2,2.42,
Varthur Lake,2023-08-25 00:30:00,2023-08-25 05:30:00,6.8,26.9,3.65,520.62,111.18,0.78,34.0,1315.0,239.99,20.89,404.45,1.29,
Bellandhur Lake,2023-08-25 00:30:00,2023-08-25 05:30:00,6.27,27.1,175.49,558.98,153.3,0.76,47.34,1188.0,98.34,22.41,881.35,1.3,
Agara Lake,2023-08-24 18:15:00,2023-08-25 05:30:00,8.07,27.5,1.68,123.13,24.89,3.57,54.01,721.94,17.24,16.01,120.2,2.42,
Varthur Lake,2023-08-25 01:30:00,2023-08-25 06:30:00,6.79,26.7,4.14,540.68,116.5,0.78,33.23,1315.0,248.22,19.17,417.22,1.29,
Bellandhur Lake,2023-08-25 01:30:00,2023-08-25 06:30:00,6.28,26.9,176.33,567.26,157.71,0.77,45.03,1205.0,96.51,22.36,908.71,1.3,
Agara Lake,2023-08-24 18:15:00,2023-08-25 06:30:00,8.07,27.5,1.68,123.13,24.89,3.57,54.01,721.94,17.24,16.01,120.2,2.42,
Varthur Lake,2023-08-25 02:30:00,2023-08-25 07:30:00,6.78,26.6,4.31,552.11,117.46,0.79,32.79,1314.0,253.29,18.84,425.05,1.29,
Bellandhur Lake,2023-08-25 02:30:00,2023-08-25 07:30:00,6.28,26.6,181.07,557.61,152.61,0.78,50.63,1178.0,100.51,22.43,868.54,1.3,
Agara Lake,2023-08-24 18:15:00,2023-08-25 07:30:00,8.07,27.5,1.68,123.13,24.89,3.57,54.01,721.94,17.24,16.01,120.2,2.42,
Varthur Lake,2023-08-25 03:30:00,2023-08-25 08:30:00,6.8,26.5,4.56,608.82,141.23,0.79,30.27,1315.0,276.6,14.86,449.55,1.29,
Bellandhur Lake,2023-08-25 03:30:00,2023-08-25 08:30:00,6.28,26.4,178.92,535.0,144.71,0.77,50.0,1194.0,99.93,22.43,819.34,1.3,
Agara Lake,2023-08-24 18:15:00,2023-08-25 08:30:00,8.07,27.5,1.68,123.13,24.89,3.57,54.01,721.94,17.24,16.01,120.2,2.42,
Varthur Lake,2023-08-25 04:30:00,2023-08-25 09:30:00,6.83,26.4,4.32,532.91,129.13,0.79,34.13,1313.0,241.44,14.35,418.13,1.29,
Bellandhur Lake,2023-08-25 04:30:00,2023-08-25 09:30:00,6.26,26.3,167.0,-,-,0.77,-,1189.0,-,-,-,1.3,
Agara Lake,2023-08-24 18:15:00,2023-08-25 09:30:00,8.07,27.5,1.68,123.13,24.89,3.57,54.01,721.94,17.24,16.01,120.2,2.42,
Varthur Lake,2023-08-25 05:30:00,2023-08-25 10:30:00,6.91,26.3,3.58,513.67,125.4,0.79,35.38,1315.0,233.38,16.23,407.5,1.29,
Bellandhur Lake,2023-08-25 05:30:00,2023-08-25 10:30:00,6.21,26.2,173.92,-,-,0.78,-,1213.0,-,-,-,1.3,
Agara Lake,2023-08-24 18:15:00,2023-08-25 10:30:00,8.07,27.5,1.68,123.13,24.89,3.57,54.01,721.94,17.24,16.01,120.2,2.42,
Varthur Lake,2023-08-25 06:30:00,2023-08-25 11:30:00,7.23,24.9,2.4,532.24,126.12,0.96,35.6,1316.0,242.69,17.8,412.61,1.29,
Bellandhur Lake,2023-08-25 06:30:00,2023-08-25 11:30:00,6.21,26.2,172.31,-,-,0.78,-,1227.0,-,-,-,1.3,
Agara Lake,2023-08-24 18:15:00,2023-08-25 11:30:00,8.07,27.5,1.68,123.13,24.89,3.57,54.01,721.94,17.24,16.01,120.2,2.42,
Varthur Lake,2023-08-25 07:30:00,2023-08-25 12:30:00,5.86,24.8,0.56,527.12,121.41,8.71,34.27,1316.0,241.18,18.38,408.91,1.29,
Bellandhur Lake,2023-08-25 07:30:00,2023-08-25 12:30:00,6.27,26.2,174.04,-,-,0.78,-,1187.0,-,-,-,1.3,
Agara Lake,2023-08-24 18:15:00,2023-08-25 12:30:00,8.07,27.5,1.68,123.13,24.89,3.57,54.01,721.94,17.24,16.01,120.2,2.42,
Varthur Lake,2023-08-25 08:30:00,2023-08-25 13:30:00,4.37,25.0,0.28,524.19,119.19,9.43,35.73,1314.0,240.35,18.25,408.29,1.29,
Bellandhur Lake,2023-08-25 08:30:00,2023-08-25 13:30:00,6.31,26.5,177.28,-,-,0.77,-,1250.0,-,-,-,1.3,
Agara Lake,2023-08-24 18:15:00,2023-08-25 13:30:00,8.07,27.5,1.68,123.13,24.89,3.57,54.01,721.94,17.24,16.01,120.2,2.42,
Varthur Lake,2023-08-25 09:30:00,2023-08-25 14:30:00,3.81,26.1,0.4,526.05,118.14,10.22,34.96,1315.0,241.22,18.7,410.75,1.29,
Bellandhur Lake,2023-08-25 09:30:00,2023-08-25 14:30:00,6.38,26.8,166.51,-,-,0.77,-,1296.0,-,-,-,1.3,
Agara Lake,2023-08-24 18:15:00,2023-08-25 14:30:00,8.07,27.5,1.68,123.13,24.89,3.57,54.01,721.94,17.24,16.01,120.2,2.42,
Varthur Lake,2023-08-25 10:30:00,2023-08-25 15:30:00,5.33,26.8,1.01,503.55,112.34,6.2,35.55,1315.0,231.71,20.18,395.53,1.29,
Bellandhur Lake,2023-08-25 10:30:00,2023-08-25 15:30:00,6.4,26.6,160.97,-,-,0.77,-,1272.0,-,-,-,1.3,
Agara Lake,2023-08-25 10:30:00,2023-08-25 15:30:00,8.05,26.1,1.58,122.62,24.78,3.7,53.78,722.86,17.17,15.94,119.89,2.41,
Varthur Lake,2023-08-25 11:30:00,2023-08-25 16:30:00,7.05,27.1,0.57,499.84,137.54,0.79,37.09,1315.0,223.82,10.31,400.14,1.29,
Bellandhur Lake,2023-08-25 11:30:00,2023-08-25 16:30:00,6.35,26.3,176.26,-,-,0.77,-,1243.0,-,-,-,1.3,
Agara Lake,2023-08-25 11:30:00,2023-08-25 16:30:00,8.06,26.9,1.67,123.23,24.91,5.53,54.06,718.51,17.25,16.02,120.32,2.42,
Varthur Lake,2023-08-25 12:30:00,2023-08-25 17:30:00,7.11,27.7,0.75,473.08,131.57,0.78,37.53,1315.0,210.99,8.73,391.73,1.29,
Bellandhur Lake,2023-08-25 12:30:00,2023-08-25 17:30:00,6.34,26.7,175.71,-,-,0.77,-,1221.0,-,-,-,1.3,
Agara Lake,2023-08-25 12:30:00,2023-08-25 17:30:00,8.07,27.5,1.71,123.11,24.89,5.48,54.01,723.55,17.24,16.0,120.24,2.42,
Varthur Lake,2023-08-25 13:30:00,2023-08-25 18:30:00,6.85,28.2,2.71,497.31,129.79,0.78,35.23,1317.0,223.98,13.21,398.79,1.29,
Bellandhur Lake,2023-08-25 13:30:00,2023-08-25 18:30:00,6.35,27.2,181.19,-,-,0.76,-,1201.0,-,-,-,1.3,
Agara Lake,2023-08-25 13:30:00,2023-08-25 18:30:00,8.07,27.2,1.68,123.63,24.99,4.67,54.23,724.72,17.31,16.07,120.56,2.42,
Varthur Lake,2023-08-25 14:30:00,2023-08-25 19:30:00,6.76,28.6,3.98,511.37,130.39,0.77,35.45,1319.0,230.89,14.85,405.1,1.29,
Bellandhur Lake,2023-08-25 14:30:00,2023-08-25 19:30:00,6.33,28.1,179.78,-,-,0.75,-,1235.0,-,-,-,1.3,
Agara Lake,2023-08-25 14:30:00,2023-08-25 19:30:00,8.07,27.7,1.73,123.58,24.97,5.3,54.19,723.89,17.3,16.07,120.59,2.42,
Varthur Lake,2023-08-25 15:30:00,2023-08-25 20:30:00,6.76,28.9,3.92,499.41,126.91,0.77,35.25,1319.0,225.24,14.24,401.42,1.29,
Bellandhur Lake,2023-08-25 15:30:00,2023-08-25 20:30:00,6.28,28.8,173.85,-,-,0.74,-,1228.0,-,-,-,1.3,
Agara Lake,2023-08-25 15:30:00,2023-08-25 20:30:00,8.07,27.8,1.75,123.58,24.97,5.34,54.19,723.48,17.3,16.07,120.59,2.42,
Varthur Lake,2023-08-25 16:30:00,2023-08-25 21:30:00,6.77,29.0,3.9,504.92,123.96,0.77,34.26,1320.0,228.42,15.28,404.56,1.29,
Bellandhur Lake,2023-08-25 16:30:00,2023-08-25 21:30:00,6.26,29.2,168.95,-,-,0.74,-,1187.0,-,-,-,1.3,
Agara Lake,2023-08-25 16:30:00,2023-08-25 21:30:00,8.07,27.8,1.77,123.86,25.02,5.21,54.3,724.49,17.34,16.1,120.76,2.42,
Varthur Lake,2023-08-25 17:30:00,2023-08-25 22:30:00,6.8,28.8,4.0,514.03,128.61,0.77,34.7,1320.0,231.7,13.94,411.33,1.29,
Bellandhur Lake,2023-08-25 17:30:00,2023-08-25 22:30:00,6.24,29.3,166.33,-,-,0.74,-,1216.0,-,-,-,1.3,
Agara Lake,2023-08-25 17:30:00,2023-08-25 22:30:00,8.07,27.7,1.73,122.56,24.76,4.03,53.74,727.55,17.16,15.93,119.87,2.42,
Varthur Lake,2023-08-25 18:30:00,2023-08-25 23:30:00,6.8,28.5,4.28,507.86,128.4,0.77,34.87,1320.0,228.84,13.19,407.96,1.29,
Bellandhur Lake,2023-08-25 18:30:00,2023-08-25 23:30:00,6.22,29.2,169.07,-,-,0.74,-,1150.0,-,-,-,1.3,
Agara Lake,2023-08-25 18:00:00,2023-08-25 23:30:00,8.07,27.7,1.74,124.74,25.21,4.6,54.72,726.47,17.46,16.22,121.26,2.42,
Varthur Lake,2023-08-25 19:30:00,2023-08-26 00:30:00,6.79,28.2,4.56,519.48,130.26,0.78,33.97,1319.0,233.63,12.17,416.09,1.29,
Bellandhur Lake,2023-08-25 19:30:00,2023-08-26 00:30:00,6.21,29.0,177.74,1113.14,292.12,0.74,114.49,1195.0,159.96,21.87,2276.35,1.3,
Agara Lake,2023-08-25 18:00:00,2023-08-26 00:30:00,8.07,27.7,1.74,124.74,25.21,4.6,54.72,726.47,17.46,16.22,121.26,2.42,
Varthur Lake,2023-08-25,2023-08-26 01:30:00,6.79,27.9,4.63,547.57,133.93,0.78,33.07,1319.0,246.31,11.32,429.7,1.29,20:30:00
Bellandhur Lake,2023-08-25,2023-08-26 01:30:00,6.23,28.8,171.93,1543.22,356.59,0.75,207.98,1146.0,250.38,-,3221.54,1.3,20:30:00
Agara Lake,2023-08-25 18:00:00,2023-08-26 01:30:00,8.07,27.7,1.74,124.74,25.21,4.6,54.72,726.47,17.46,16.22,121.26,2.42,
Varthur Lake,2023-08-25 21:30:00,2023-08-26 02:30:00,6.78,27.7,4.11,508.08,118.56,0.78,33.79,1320.0,230.73,14.68,409.09,1.29,
Bellandhur Lake,2023-08-25 21:30:00,2023-08-26 02:30:00,6.25,28.5,173.32,-,-,0.75,-,1181.0,-,-,3673.91,1.3,
Agara Lake,2023-08-25 18:00:00,2023-08-26 02:30:00,8.07,27.7,1.74,124.74,25.21,4.6,54.72,726.47,17.46,16.22,121.26,2.42,
Varthur Lake,2023-08-25 22:30:00,2023-08-26 03:30:00,6.76,27.5,4.36,549.01,118.7,0.78,31.95,1320.0,251.61,17.88,423.31,1.29,
Bellandhur Lake,2023-08-25 22:30:00,2023-08-26 03:30:00,6.26,28.2,172.75,-,-,0.75,-,1142.0,-,-,-,1.3,
Agara Lake,2023-08-25 18:00:00,2023-08-26 03:30:00,8.07,27.7,1.74,124.74,25.21,4.6,54.72,726.47,17.46,16.22,121.26,2.42,
Varthur Lake,2023-08-25 23:30:00,2023-08-26 04:30:00,6.73,27.3,4.61,545.72,116.52,0.78,31.98,1320.0,250.0,17.62,422.73,1.29,
Bellandhur Lake,2023-08-25 23:30:00,2023-08-26 04:30:00,6.28,27.8,176.57,-,-,0.76,-,1169.0,-,-,-,1.3,
Agara Lake,2023-08-25 18:00:00,2023-08-26 04:30:00,8.07,27.7,1.74,124.74,25.21,4.6,54.72,726.47,17.46,16.22,121.26,2.42,
Varthur Lake,2023-08-26 00:30:00,2023-08-26 05:30:00,6.7,27.2,5.23,579.47,124.39,0.78,31.77,1320.0,264.83,17.51,440.78,1.29,
Bellandhur Lake,2023-08-26 00:30:00,2023-08-26 05:30:00,6.29,27.5,171.16,-,-,0.76,-,1136.0,-,-,-,1.3,
Agara Lake,2023-08-25 18:00:00,2023-08-26 05:30:00,8.07,27.7,1.74,124.74,25.21,4.6,54.72,726.47,17.46,16.22,121.26,2.42,
Varthur Lake,2023-08-26 01:30:00,2023-08-26 06:30:00,6.7,27.1,5.66,557.44,120.89,0.78,32.75,1319.0,254.25,15.9,434.52,1.29,
Bellandhur Lake,2023-08-26 01:30:00,2023-08-26 06:30:00,6.3,27.2,167.21,-,-,0.76,-,1175.0,-,-,-,1.3,
Agara Lake,2023-08-25 18:00:00,2023-08-26 06:30:00,8.07,27.7,1.74,124.74,25.21,4.6,54.72,726.47,17.46,16.22,121.26,2.42,
Varthur Lake,2023-08-26 02:30:00,2023-08-26 07:30:00,6.69,27.0,5.85,647.22,144.96,0.78,30.72,1319.0,292.81,12.1,480.79,1.29,
Bellandhur Lake,2023-08-26 02:30:00,2023-08-26 07:30:00,6.27,27.0,181.35,-,-,0.77,-,1179.0,-,-,-,1.3,
Agara Lake,2023-08-25 18:00:00,2023-08-26 07:30:00,8.07,27.7,1.74,124.74,25.21,4.6,54.72,726.47,17.46,16.22,121.26,2.42,
Varthur Lake,2023-08-26 03:30:00,2023-08-26 08:30:00,6.75,26.9,5.73,698.28,167.92,0.79,28.33,1319.0,313.41,6.76,503.27,1.29,
Bellandhur Lake,2023-08-26 03:30:00,2023-08-26 08:30:00,6.19,27.0,179.95,-,-,0.77,-,1204.0,-,-,-,1.3,
Agara Lake,2023-08-25 18:00:00,2023-08-26 08:30:00,8.07,27.7,1.74,124.74,25.21,4.6,54.72,726.47,17.46,16.22,121.26,2.42,
Varthur Lake,2023-08-26 04:30:00,2023-08-26 09:30:00,6.78,26.8,5.08,608.84,145.14,0.78,31.59,1318.0,273.71,8.81,462.6,1.29,
Bellandhur Lake,2023-08-26 04:30:00,2023-08-26 09:30:00,6.21,27.0,172.23,-,-,0.77,-,1217.0,-,-,-,1.3,
Agara Lake,2023-08-25 18:00:00,2023-08-26 09:30:00,8.07,27.7,1.74,124.74,25.21,4.6,54.72,726.47,17.46,16.22,121.26,2.42,
Varthur Lake,2023-08-26 05:30:00,2023-08-26 10:30:00,7.06,26.4,4.1,569.01,133.94,0.81,32.29,1318.0,256.85,10.93,442.36,1.29,
Bellandhur Lake,2023-08-26 05:30:00,2023-08-26 10:30:00,6.28,27.0,172.93,-,-,0.77,-,1289.0,-,-,-,1.3,
Agara Lake,2023-08-25 18:00:00,2023-08-26 10:30:00,8.07,27.7,1.74,124.74,25.21,4.6,54.72,726.47,17.46,16.22,121.26,2.42,
Varthur Lake,2023-08-26 06:30:00,2023-08-26 11:30:00,7.29,24.8,2.16,572.32,130.31,5.43,32.48,1318.0,260.64,14.91,436.42,1.29,
Bellandhur Lake,2023-08-26 06:30:00,2023-08-26 11:30:00,6.35,27.1,170.53,-,-,0.77,-,1262.0,-,-,-,1.3,
Agara Lake,2023-08-25 18:00:00,2023-08-26 11:30:00,8.07,27.7,1.74,124.74,25.21,4.6,54.72,726.47,17.46,16.22,121.26,2.42,
Varthur Lake,2023-08-26 07:30:00,2023-08-26 12:30:00,6.29,25.1,0.98,549.95,126.82,8.64,33.41,1319.0,250.67,16.05,423.24,1.29,
Bellandhur Lake,2023-08-26 07:30:00,2023-08-26 12:30:00,6.38,27.1,163.42,-,-,0.77,-,1309.0,-,-,-,1.3,
Agara Lake,2023-08-25 18:00:00,2023-08-26 12:30:00,8.07,27.7,1.74,124.74,25.21,4.6,54.72,726.47,17.46,16.22,121.26,2.42,
Varthur Lake,2023-08-26 08:30:00,2023-08-26 13:30:00,5.13,25.0,1.02,528.89,120.41,9.03,34.76,1319.0,241.71,17.64,411.43,1.29,
Bellandhur Lake,2023-08-26 08:30:00,2023-08-26 13:30:00,6.4,27.1,164.0,-,-,0.77,-,1247.0,-,-,-,1.3,
Agara Lake,2023-08-25 18:00:00,2023-08-26 13:30:00,8.07,27.7,1.74,124.74,25.21,4.6,54.72,726.47,17.46,16.22,121.26,2.42,
Varthur Lake,2023-08-26 09:30:00,2023-08-26 14:30:00,4.55,25.7,0.91,519.5,117.96,8.64,33.96,1320.0,237.03,16.65,408.97,1.29,
Bellandhur Lake,2023-08-26 09:30:00,2023-08-26 14:30:00,6.42,27.0,158.95,-,-,0.77,-,1312.0,-,-,-,1.3,
Agara Lake,2023-08-25 18:00:00,2023-08-26 14:30:00,8.07,27.7,1.74,124.74,25.21,4.6,54.72,726.47,17.46,16.22,121.26,2.42,
Varthur Lake,2023-08-26 10:30:00,2023-08-26 15:30:00,6.56,26.9,0.52,509.71,114.75,3.32,34.74,1319.0,233.26,17.53,404.92,1.29,
Bellandhur Lake,2023-08-26 10:30:00,2023-08-26 15:30:00,6.44,27.0,162.45,-,-,0.77,-,1302.0,-,-,-,1.3,
Agara Lake,2023-08-26 10:30:00,2023-08-26 15:30:00,8.07,26.7,1.63,118.63,23.98,4.82,52.04,722.58,16.61,15.42,117.24,2.42,
Varthur Lake,2023-08-26 11:30:00,2023-08-26 16:30:00,7.05,27.5,0.82,532.35,119.74,0.78,32.92,1319.0,243.01,16.31,415.87,1.29,
Bellandhur Lake,2023-08-26 11:30:00,2023-08-26 16:30:00,6.46,26.9,151.28,641.47,178.72,0.77,56.84,1309.0,108.33,22.36,1142.49,1.3,
Agara Lake,2023-08-26 11:30:00,2023-08-26 16:30:00,8.07,27.0,1.66,120.81,24.42,5.64,52.99,724.35,16.91,15.71,118.72,2.42,
Varthur Lake,2023-08-26 12:30:00,2023-08-26 17:30:00,7.09,28.2,0.68,533.93,135.49,0.78,34.55,1321.0,240.07,11.78,420.55,1.29,
Bellandhur Lake,2023-08-26 12:30:00,2023-08-26 17:30:00,6.4,26.8,165.88,675.73,184.74,0.77,60.58,1241.0,111.0,22.35,1226.34,1.3,
