stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,updated_on,outlet_flow,inlet_flow
20Mld KR Puram STP New,2023-11-30 15:00:00,7.5,-,3.06,3.38,41.65,6.38,6.83,9.68,-,-,2023120106,,
10 MLD STP HULIMAVU,2023-11-18 23:45:00,7.31,-,-,-,21.22,1.27,3.4,1.20,-,-,2023120106,,
2MLD Ulsoor STP,2023-12-01 06:30:00,7.25,25.60,0.37,1.85,17.15,2.4,2.74,3.43,2.45,-,2023120107,,
CHIKKABANAVARA 5 MLD,2023-12-01 06:45:00,7.51,22.90,0.35,3.20,28.11,4.43,4.49,12.61,2.80,-,2023120107,,
KADUGODI 6 MLD STP,2023-12-01 07:00:00,7.76,26.80,0.50,3.38,37.19,7.09,9.56,6.58,2.95,-,2023120107,,
HORAMAVU 20 MLD,2023-12-01 06:45:00,7.66,28.10,1.07,3.50,36.79,7.73,9.16,4.56,4.28,-,2023120107,,
K AND C VALLEY 60 MLD,2023-12-01 06:45:00,6.9,26.50,0.61,3.50,45.82,10.68,20.08,8.86,5.06,-,2023120107,,
NAGASANDRA 20 MLD,2023-12-01 06:45:00,7.54,24.00,1.01,4.04,189.64,4.0,44.0,0.00,3.60,-,2023120107,,
RAJACANAL 40 MLD,2023-12-01 06:45:00,7.64,26.00,0.87,4.10,28.85,3.56,4.68,8.03,4.18,-,2023120107,,
YELLAMALAPACHETTY 15 MLD,2023-11-28 10:45:00,7.3,27.02,0.54,2.16,25.09,4.37,1.87,4.59,1.62,-,2023120107,,
BELLANDUR 90 MLD,2023-12-01 06:45:00,7.86,25.90,0.55,1.70,27.91,3.25,13.52,5.58,3.08,-,2023120107,,
DODDABELE 20 MLD,2023-12-01 06:45:00,7.04,26.00,0.77,4.80,39.65,6.84,6.87,11.13,4.22,-,2023120107,,
NAGASANDRA OLD 20 MLD,2023-12-01 06:45:00,6.98,23.60,1.72,2.58,535.22,29.61,482.57,0.00,0.18,-,2023120107,,
4MLD Cubbon Park TTP,2023-12-01 07:00:00,7.16,27.90,0.70,4.70,17.32,1.2,0.94,5.02,3.50,-,2023120107,,
KADABEESANAHALLI 50 MLD,2023-11-26 14:15:00,6.83,25.60,0.79,3.53,92.81,7.85,34.05,6.34,3.14,-,2023120107,,
STP Sarakki 5 MLD,2023-12-01 06:45:00,7.98,26.70,0.65,1.30,18.67,4.76,5.61,3.73,-,-,2023120107,,
Mailasandra STP 75 MLD,2023-12-01 06:45:00,7.51,21.60,7.27,13.08,45.41,7.99,18.66,13.16,-0.45,-,2023120107,,
60 MLD V.Valley TTP,2023-12-01 06:45:00,6.92,23.60,0.87,2.09,20.02,1.77,3.19,4.54,1.52,-,2023120107,,
KR Puram STP 20 MLD,2023-12-01 07:00:00,6.98,24.60,1.78,3.56,112.43,0.0,281.82,15.74,3.72,-,2023120107,,
1.5 MLD Lalbagh TTP,2023-11-27 13:15:00,7.21,27.40,0.62,3.03,18.08,1.41,1.06,-0.02,-0.04,-,2023120107,,
35MLD Agaram STP,2023-12-01 07:00:00,7.15,25.10,0.76,3.12,29.32,5.01,4.18,6.43,-,-,2023120107,,
Chikka_Bagur_5_MLD_STP,2023-12-01 07:00:00,7.82,26.80,5.89,11.80,44.60,6.4,10.0,12.80,-,-,2023120107,,
Yelahanka 10MLD TTP,2023-12-01 07:00:00,7.34,24.30,1.47,4.12,34.40,10.1,11.4,6.88,3.05,0.20,2023120107,,
40MLD OLD Rajacanal STP,2023-12-01 07:00:00,7.67,24.10,2.87,9.47,26.10,6.6,7.3,6.53,10.05,1.43,2023120107,,
Hennur 1MLD TTP,2023-11-30 22:45:00,7.56,26.60,1.29,1.93,22.30,3.3,4.9,5.11,4.08,0.26,2023120107,,
4_MLD_Madiwala_STP,2023-12-01 07:00:00,7.8,23.90,1.18,3.42,34.34,2.63,3.55,8.59,-,-,2023120107,,
150MLD STP_K&C valley,2023-12-01 06:55:00,6.54,-,2.71,2.91,-,9.07,8.75,-,-,0.89,2023120107,,
20Mld KR Puram STP New,2023-11-30 15:00:00,7.5,-,3.06,3.38,41.65,6.38,6.83,9.68,-,-,2023120107,,
10 MLD STP HULIMAVU,2023-11-18 23:45:00,7.31,-,-,-,21.22,1.27,3.4,1.20,-,-,2023120107,,
2MLD Ulsoor STP,2023-12-01 07:30:00,7.33,26.00,0.37,1.85,23.73,3.32,3.8,4.75,3.39,-,2023120108,,
CHIKKABANAVARA 5 MLD,2023-12-01 07:45:00,7.51,22.90,0.35,3.20,28.10,4.43,4.48,12.62,2.80,-,2023120108,,
KADUGODI 6 MLD STP,2023-12-01 08:00:00,7.75,26.80,0.50,3.41,37.30,7.06,10.1,6.53,2.95,-,2023120108,,
HORAMAVU 20 MLD,2023-12-01 07:45:00,7.65,28.00,1.05,3.50,36.81,7.74,9.17,4.51,4.20,-,2023120108,,
K AND C VALLEY 60 MLD,2023-12-01 07:45:00,6.87,26.50,0.61,3.50,48.15,10.65,22.36,8.69,5.06,-,2023120108,,
NAGASANDRA 20 MLD,2023-12-01 07:45:00,7.56,23.90,0.97,3.88,189.19,3.68,43.97,0.00,3.60,-,2023120108,,
RAJACANAL 40 MLD,2023-12-01 07:45:00,7.65,26.10,0.88,4.10,28.87,3.57,4.69,8.05,4.22,-,2023120108,,
YELLAMALAPACHETTY 15 MLD,2023-11-28 10:45:00,7.3,27.02,0.54,2.16,25.09,4.37,1.87,4.59,1.62,-,2023120108,,
BELLANDUR 90 MLD,2023-12-01 07:45:00,7.86,25.90,0.55,1.70,27.95,3.29,13.68,5.59,3.08,-,2023120108,,
DODDABELE 20 MLD,2023-12-01 07:45:00,7.02,26.10,0.77,4.80,39.45,6.81,6.5,11.09,4.21,-,2023120108,,
NAGASANDRA OLD 20 MLD,2023-12-01 07:45:00,7.05,23.40,1.83,2.75,748.41,20.51,678.46,0.00,0.18,-,2023120108,,
4MLD Cubbon Park TTP,2023-12-01 08:00:00,7.17,27.90,0.71,4.70,17.32,1.2,0.94,5.02,3.55,-,2023120108,,
KADABEESANAHALLI 50 MLD,2023-11-26 14:15:00,6.83,25.60,0.79,3.53,92.81,7.85,34.05,6.34,3.14,-,2023120108,,
STP Sarakki 5 MLD,2023-12-01 07:45:00,7.97,26.70,0.66,1.32,18.68,4.78,5.64,3.74,-,-,2023120108,,
Mailasandra STP 75 MLD,2023-12-01 07:45:00,7.51,21.40,7.27,13.08,45.43,7.99,18.65,13.05,-0.44,-,2023120108,,
60 MLD V.Valley TTP,2023-12-01 07:45:00,6.92,23.60,0.86,2.06,20.02,1.77,3.19,4.55,1.52,-,2023120108,,
KR Puram STP 20 MLD,2023-12-01 08:00:00,6.99,24.60,1.77,3.54,112.21,0.0,288.63,15.71,3.70,-,2023120108,,
1.5 MLD Lalbagh TTP,2023-11-27 13:15:00,7.21,27.40,0.62,3.03,18.08,1.41,1.06,-0.02,-0.04,-,2023120108,,
35MLD Agaram STP,2023-12-01 08:00:00,7.08,25.10,0.78,3.20,29.03,4.96,4.29,6.37,-,-,2023120108,,
Chikka_Bagur_5_MLD_STP,2023-12-01 08:00:00,7.88,26.70,5.90,11.80,43.30,6.1,8.4,12.20,-,-,2023120108,,
Yelahanka 10MLD TTP,2023-12-01 08:00:00,7.33,24.30,1.48,4.14,34.20,10.1,11.3,6.86,3.05,0.20,2023120108,,
40MLD OLD Rajacanal STP,2023-12-01 08:00:00,7.55,24.10,2.46,8.12,26.10,6.6,7.3,6.53,8.61,1.23,2023120108,,
Hennur 1MLD TTP,2023-11-30 22:45:00,7.56,26.60,1.29,1.93,22.30,3.3,4.9,5.11,4.08,0.26,2023120108,,
4_MLD_Madiwala_STP,2023-12-01 08:00:00,7.8,23.80,1.18,3.42,34.35,2.68,3.55,8.59,-,-,2023120108,,
150MLD STP_K&C valley,2023-12-01 07:55:00,6.51,-,2.71,2.91,-,9.07,8.75,-,-,0.88,2023120108,,
20Mld KR Puram STP New,2023-11-30 15:00:00,7.5,-,3.06,3.38,41.65,6.38,6.83,9.68,-,-,2023120108,,
10 MLD STP HULIMAVU,2023-11-18 23:45:00,7.31,-,-,-,21.22,1.27,3.4,1.20,-,-,2023120108,,
2MLD Ulsoor STP,2023-12-01 08:30:00,7.49,26.30,0.35,1.75,31.64,4.43,5.06,6.33,4.52,-,2023120109,,
CHIKKABANAVARA 5 MLD,2023-12-01 08:45:00,7.51,23.00,0.36,3.20,28.13,4.43,4.49,12.61,2.88,-,2023120109,,
KADUGODI 6 MLD STP,2023-12-01 08:45:00,7.7,26.80,0.50,3.37,37.33,7.07,10.23,6.55,2.95,-,2023120109,,
HORAMAVU 20 MLD,2023-12-01 08:45:00,7.63,28.10,1.04,3.50,36.83,7.74,9.19,4.56,4.16,-,2023120109,,
K AND C VALLEY 60 MLD,2023-12-01 08:45:00,6.87,26.60,0.61,3.60,46.72,10.74,20.86,9.13,5.06,-,2023120109,,
NAGASANDRA 20 MLD,2023-12-01 08:45:00,7.57,23.90,0.98,3.92,189.12,3.31,44.09,0.00,3.59,-,2023120109,,
RAJACANAL 40 MLD,2023-12-01 08:45:00,7.65,26.10,0.89,4.10,28.90,3.57,4.74,8.05,4.27,-,2023120109,,
YELLAMALAPACHETTY 15 MLD,2023-11-28 10:45:00,7.3,27.02,0.54,2.16,25.09,4.37,1.87,4.59,1.62,-,2023120109,,
BELLANDUR 90 MLD,2023-12-01 08:45:00,7.86,26.00,0.56,1.60,27.86,3.41,12.97,5.57,3.14,-,2023120109,,
DODDABELE 20 MLD,2023-12-01 08:45:00,7.05,26.00,0.79,4.80,39.37,6.8,6.39,11.08,4.23,-,2023120109,,
NAGASANDRA OLD 20 MLD,2023-12-01 08:45:00,7.06,23.50,1.76,2.64,636.03,4.85,600.57,0.00,0.18,-,2023120109,,
4MLD Cubbon Park TTP,2023-12-01 09:00:00,7.17,27.90,0.71,4.70,17.32,1.2,0.93,5.02,3.55,-,2023120109,,
KADABEESANAHALLI 50 MLD,2023-11-26 14:15:00,6.83,25.60,0.79,3.53,92.81,7.85,34.05,6.34,3.14,-,2023120109,,
STP Sarakki 5 MLD,2023-12-01 08:45:00,7.91,26.70,0.64,1.28,18.68,4.76,5.61,3.74,-,-,2023120109,,
Mailasandra STP 75 MLD,2023-12-01 08:45:00,7.61,21.90,7.27,13.08,45.41,7.98,18.65,12.94,1.53,-,2023120109,,
60 MLD V.Valley TTP,2023-12-01 08:45:00,6.92,23.60,0.82,1.97,20.02,1.77,3.19,4.55,1.52,-,2023120109,,
KR Puram STP 20 MLD,2023-12-01 09:00:00,7.03,24.70,1.62,3.24,113.64,0.0,296.05,15.91,3.73,-,2023120109,,
1.5 MLD Lalbagh TTP,2023-11-27 13:15:00,7.21,27.40,0.62,3.03,18.08,1.41,1.06,-0.02,-0.04,-,2023120109,,
35MLD Agaram STP,2023-12-01 09:00:00,7.09,24.70,0.78,3.20,29.07,4.96,4.29,6.38,-,-,2023120109,,
Chikka_Bagur_5_MLD_STP,2023-12-01 09:00:00,7.88,26.70,5.82,11.60,43.20,6.1,8.1,12.20,-,-,2023120109,,
Yelahanka 10MLD TTP,2023-12-01 09:00:00,7.34,24.30,1.48,4.23,35.30,8.4,8.9,6.86,3.05,0.20,2023120109,,
40MLD OLD Rajacanal STP,2023-12-01 09:00:00,7.56,24.10,2.23,7.36,26.10,6.6,7.4,6.53,7.81,1.12,2023120109,,
Hennur 1MLD TTP,2023-12-01 09:00:00,7.45,26.60,1.33,2.00,22.10,3.3,4.9,5.11,5.91,0.27,2023120109,,
4_MLD_Madiwala_STP,2023-12-01 09:00:00,7.8,23.90,1.19,3.45,34.34,2.63,3.56,8.59,-,-,2023120109,,
150MLD STP_K&C valley,2023-12-01 08:55:00,6.48,-,2.71,2.91,-,9.07,8.75,-,-,0.88,2023120109,,
20Mld KR Puram STP New,2023-11-30 15:00:00,7.5,-,3.06,3.38,41.65,6.38,6.83,9.68,-,-,2023120109,,
10 MLD STP HULIMAVU,2023-11-18 23:45:00,7.31,-,-,-,21.22,1.27,3.4,1.20,-,-,2023120109,,
2MLD Ulsoor STP,2023-12-01 09:30:00,7.53,26.30,0.38,1.90,33.11,4.64,5.3,6.62,4.73,-,2023120110,,
CHIKKABANAVARA 5 MLD,2023-12-01 09:45:00,7.53,23.10,0.36,3.20,28.11,4.43,4.49,12.51,2.88,-,2023120110,,
KADUGODI 6 MLD STP,2023-12-01 09:45:00,7.77,26.80,0.50,3.52,37.12,7.07,9.4,6.56,2.95,-,2023120110,,
HORAMAVU 20 MLD,2023-12-01 09:45:00,7.58,28.10,1.05,3.50,36.87,7.74,9.24,4.44,4.20,-,2023120110,,
K AND C VALLEY 60 MLD,2023-12-01 09:45:00,6.88,26.70,0.62,3.50,46.69,10.65,21.56,8.72,5.15,-,2023120110,,
NAGASANDRA 20 MLD,2023-12-01 09:45:00,7.59,24.30,1.07,4.28,200.08,1.99,47.75,0.00,3.59,-,2023120110,,
RAJACANAL 40 MLD,2023-12-01 09:45:00,7.65,26.10,0.89,4.10,28.86,3.56,4.7,8.03,4.27,-,2023120110,,
YELLAMALAPACHETTY 15 MLD,2023-11-28 10:45:00,7.3,27.02,0.54,2.16,25.09,4.37,1.87,4.59,1.62,-,2023120110,,
BELLANDUR 90 MLD,2023-12-01 09:45:00,7.86,26.10,0.56,1.60,27.86,3.44,12.83,5.57,3.14,-,2023120110,,
DODDABELE 20 MLD,2023-12-01 09:45:00,7.07,26.10,0.78,4.80,39.35,6.8,6.33,11.12,4.24,-,2023120110,,
NAGASANDRA OLD 20 MLD,2023-12-01 09:45:00,7.05,23.60,1.85,2.78,726.74,9.25,724.53,0.00,0.18,-,2023120110,,
4MLD Cubbon Park TTP,2023-12-01 10:00:00,7.15,27.90,0.71,4.70,17.33,1.2,0.94,5.02,3.55,-,2023120110,,
KADABEESANAHALLI 50 MLD,2023-11-26 14:15:00,6.83,25.60,0.79,3.53,92.81,7.85,34.05,6.34,3.14,-,2023120110,,
STP Sarakki 5 MLD,2023-12-01 09:45:00,7.87,26.80,0.64,1.28,18.69,4.78,5.66,3.74,-,-,2023120110,,
Mailasandra STP 75 MLD,2023-12-01 09:45:00,7.63,22.10,7.28,13.11,45.52,8.11,18.63,12.80,2.50,-,2023120110,,
60 MLD V.Valley TTP,2023-12-01 09:45:00,6.92,23.50,0.83,1.99,20.02,1.78,3.19,4.57,1.52,-,2023120110,,
KR Puram STP 20 MLD,2023-12-01 10:00:00,7.04,24.80,1.58,3.16,114.29,0.0,292.01,16.00,3.71,-,2023120110,,
1.5 MLD Lalbagh TTP,2023-11-27 13:15:00,7.21,27.40,0.62,3.03,18.08,1.41,1.06,-0.02,-0.04,-,2023120110,,
35MLD Agaram STP,2023-12-01 10:00:00,7.16,25.20,0.76,3.12,29.36,5.01,4.18,6.44,-,-,2023120110,,
Chikka_Bagur_5_MLD_STP,2023-12-01 10:00:00,8.04,26.70,2.79,5.60,42.30,6.3,7.2,12.60,-,-,2023120110,,
Yelahanka 10MLD TTP,2023-12-01 10:00:00,7.36,24.30,1.48,4.10,35.30,8.4,8.8,7.08,3.05,0.20,2023120110,,
40MLD OLD Rajacanal STP,2023-12-01 10:00:00,7.57,24.20,2.08,6.86,26.10,6.6,7.4,6.53,7.28,1.04,2023120110,,
Hennur 1MLD TTP,2023-12-01 10:00:00,7.45,26.60,1.34,2.01,22.10,3.4,4.9,5.11,5.58,0.27,2023120110,,
4_MLD_Madiwala_STP,2023-12-01 10:00:00,7.8,23.90,1.18,3.42,34.34,2.68,3.54,8.59,-,-,2023120110,,
150MLD STP_K&C valley,2023-12-01 09:55:00,6.45,-,2.71,2.91,-,9.07,8.75,-,-,0.88,2023120110,,
20Mld KR Puram STP New,2023-11-30 15:00:00,7.5,-,3.06,3.38,41.65,6.38,6.83,9.68,-,-,2023120110,,
10 MLD STP HULIMAVU,2023-11-18 23:45:00,7.31,-,-,-,21.22,1.27,3.4,1.20,-,-,2023120110,,
2MLD Ulsoor STP,2023-12-01 10:30:00,7.53,26.30,0.38,1.90,32.55,4.56,5.21,6.51,4.65,-,2023120111,,
CHIKKABANAVARA 5 MLD,2023-12-01 10:45:00,7.56,23.10,0.37,3.20,28.13,4.43,4.49,12.58,2.96,-,2023120111,,
KADUGODI 6 MLD STP,2023-12-01 10:45:00,7.78,27.10,0.50,3.44,37.21,7.07,9.82,6.54,2.95,-,2023120111,,
HORAMAVU 20 MLD,2023-12-01 10:45:00,7.58,28.10,1.31,3.70,36.77,7.73,9.15,4.50,5.24,-,2023120111,,
K AND C VALLEY 60 MLD,2023-12-01 10:45:00,6.86,26.80,0.62,3.50,48.45,10.68,23.29,8.95,5.15,-,2023120111,,
NAGASANDRA 20 MLD,2023-12-01 10:45:00,7.57,25.10,1.11,4.44,191.70,2.06,46.93,0.00,3.67,-,2023120111,,
RAJACANAL 40 MLD,2023-12-01 10:45:00,7.66,26.20,0.90,4.10,28.88,3.56,4.72,8.03,4.32,-,2023120111,,
YELLAMALAPACHETTY 15 MLD,2023-11-28 10:45:00,7.3,27.02,0.54,2.16,25.09,4.37,1.87,4.59,1.62,-,2023120111,,
BELLANDUR 90 MLD,2023-12-01 10:45:00,7.85,26.10,0.56,1.60,27.84,3.57,12.72,5.57,3.14,-,2023120111,,
DODDABELE 20 MLD,2023-12-01 10:45:00,7.04,26.30,0.80,4.70,39.44,6.8,6.48,11.11,4.22,-,2023120111,,
NAGASANDRA OLD 20 MLD,2023-12-01 10:45:00,7.05,23.60,1.89,2.84,716.93,28.43,654.84,0.00,0.18,-,2023120111,,
4MLD Cubbon Park TTP,2023-12-01 11:00:00,7.12,27.90,0.71,4.70,17.33,1.2,0.94,5.02,3.55,-,2023120111,,
KADABEESANAHALLI 50 MLD,2023-11-26 14:15:00,6.83,25.60,0.79,3.53,92.81,7.85,34.05,6.34,3.14,-,2023120111,,
STP Sarakki 5 MLD,2023-12-01 10:45:00,7.73,26.80,0.64,1.28,18.68,4.77,5.64,3.74,-,-,2023120111,,
Mailasandra STP 75 MLD,2023-12-01 10:45:00,7.64,22.40,7.29,13.11,45.53,8.14,18.63,12.58,2.47,-,2023120111,,
60 MLD V.Valley TTP,2023-12-01 10:45:00,6.91,23.50,0.85,2.04,20.02,1.77,3.19,4.54,1.52,-,2023120111,,
KR Puram STP 20 MLD,2023-12-01 11:00:00,7.04,24.90,1.58,3.16,119.67,0.0,317.22,16.75,3.73,-,2023120111,,
1.5 MLD Lalbagh TTP,2023-11-27 13:15:00,7.21,27.40,0.62,3.03,18.08,1.41,1.06,-0.02,-0.04,-,2023120111,,
35MLD Agaram STP,2023-12-01 11:00:00,7.07,25.30,0.77,3.16,28.99,4.95,4.23,6.36,-,-,2023120111,,
Chikka_Bagur_5_MLD_STP,2023-12-01 11:00:00,8.04,26.60,3.38,6.80,43.80,6.7,8.9,13.40,-,-,2023120111,,
Yelahanka 10MLD TTP,2023-12-01 11:00:00,7.35,24.40,1.62,4.33,35.30,8.8,9.3,7.07,3.05,0.20,2023120111,,
40MLD OLD Rajacanal STP,2023-12-01 11:00:00,7.57,24.20,1.96,6.47,26.10,6.6,7.3,6.53,6.86,0.98,2023120111,,
Hennur 1MLD TTP,2023-12-01 11:00:00,7.45,26.60,1.32,1.98,22.10,3.3,4.9,5.11,5.13,0.26,2023120111,,
4_MLD_Madiwala_STP,2023-12-01 11:00:00,7.8,23.90,1.17,3.39,34.34,2.64,3.55,8.59,-,-,2023120111,,
150MLD STP_K&C valley,2023-12-01 10:55:00,6.38,-,2.71,2.91,-,9.07,8.75,-,-,0.88,2023120111,,
20Mld KR Puram STP New,2023-11-30 15:00:00,7.5,-,3.06,3.38,41.65,6.38,6.83,9.68,-,-,2023120111,,
10 MLD STP HULIMAVU,2023-11-18 23:45:00,7.31,-,-,-,21.22,1.27,3.4,1.20,-,-,2023120111,,
2MLD Ulsoor STP,2023-12-01 11:30:00,7.52,26.30,0.38,1.90,31.85,4.46,5.1,6.37,4.55,-,2023120112,,
CHIKKABANAVARA 5 MLD,2023-12-01 11:45:00,7.58,23.20,0.37,3.20,28.13,4.43,4.49,12.56,2.96,-,2023120112,,
KADUGODI 6 MLD STP,2023-12-01 11:45:00,7.7,26.80,0.50,3.39,37.19,7.07,9.55,6.54,2.95,-,2023120112,,
HORAMAVU 20 MLD,2023-12-01 11:45:00,7.55,28.00,1.30,3.60,36.79,7.74,9.17,4.47,5.20,-,2023120112,,
K AND C VALLEY 60 MLD,2023-12-01 11:45:00,6.83,26.80,0.62,3.60,47.12,10.76,21.7,9.01,5.15,-,2023120112,,
NAGASANDRA 20 MLD,2023-12-01 11:45:00,7.6,25.00,1.01,4.04,180.16,5.26,43.51,1.69,3.77,-,2023120112,,
RAJACANAL 40 MLD,2023-12-01 11:45:00,7.65,26.20,0.90,4.10,28.92,3.54,4.8,8.02,4.32,-,2023120112,,
YELLAMALAPACHETTY 15 MLD,2023-11-28 10:45:00,7.3,27.02,0.54,2.16,25.09,4.37,1.87,4.59,1.62,-,2023120112,,
BELLANDUR 90 MLD,2023-12-01 11:45:00,7.85,26.20,0.57,1.60,27.83,3.54,12.63,5.57,3.19,-,2023120112,,
DODDABELE 20 MLD,2023-12-01 11:45:00,7.02,26.30,0.79,4.70,39.45,6.79,6.45,11.09,4.21,-,2023120112,,
NAGASANDRA OLD 20 MLD,2023-12-01 11:45:00,7.05,23.70,1.93,2.89,577.54,22.59,512.09,0.00,0.18,-,2023120112,,
4MLD Cubbon Park TTP,2023-12-01 12:00:00,7.1,27.90,0.71,4.70,17.33,1.2,0.94,5.02,3.55,-,2023120112,,
KADABEESANAHALLI 50 MLD,2023-11-26 14:15:00,6.83,25.60,0.79,3.53,92.81,7.85,34.05,6.34,3.14,-,2023120112,,
STP Sarakki 5 MLD,2023-12-01 11:45:00,7.83,26.80,0.62,1.24,18.71,4.81,5.64,3.74,-,-,2023120112,,
Mailasandra STP 75 MLD,2023-12-01 11:45:00,7.64,22.70,7.28,13.11,45.51,8.13,18.64,12.71,2.42,-,2023120112,,
60 MLD V.Valley TTP,2023-12-01 11:45:00,6.91,23.50,0.86,2.06,20.02,1.76,3.19,4.54,1.52,-,2023120112,,
KR Puram STP 20 MLD,2023-12-01 12:00:00,7.05,25.00,1.53,3.06,118.77,0.0,314.22,16.63,3.70,-,2023120112,,
1.5 MLD Lalbagh TTP,2023-11-27 13:15:00,7.21,27.40,0.62,3.03,18.08,1.41,1.06,-0.02,-0.04,-,2023120112,,
35MLD Agaram STP,2023-12-01 12:00:00,7.2,25.30,0.77,3.16,29.52,5.04,4.23,6.48,-,-,2023120112,,
Chikka_Bagur_5_MLD_STP,2023-12-01 12:00:00,7.95,26.60,3.45,6.90,43.90,6.8,8.9,13.60,-,-,2023120112,,
Yelahanka 10MLD TTP,2023-12-01 12:00:00,7.3,24.20,1.69,4.76,36.10,8.8,9.2,7.22,3.06,0.20,2023120112,,
40MLD OLD Rajacanal STP,2023-12-01 12:00:00,7.58,24.20,1.85,6.11,26.10,6.6,7.4,6.53,6.47,0.93,2023120112,,
Hennur 1MLD TTP,2023-12-01 12:00:00,7.45,26.60,1.36,2.04,22.20,3.4,4.9,5.11,4.72,0.27,2023120112,,
4_MLD_Madiwala_STP,2023-12-01 12:00:00,7.85,24.60,1.21,3.51,34.39,2.3,3.62,8.60,-,-,2023120112,,
150MLD STP_K&C valley,2023-12-01 11:55:00,6.41,-,2.71,2.91,-,9.07,8.75,-,-,0.88,2023120112,,
20Mld KR Puram STP New,2023-11-30 15:00:00,7.5,-,3.06,3.38,41.65,6.38,6.83,9.68,-,-,2023120112,,
10 MLD STP HULIMAVU,2023-11-18 23:45:00,7.31,-,-,-,21.22,1.27,3.4,1.20,-,-,2023120112,,
2MLD Ulsoor STP,2023-12-01 12:45:00,7.51,26.20,0.39,1.95,31.29,4.38,5.01,6.26,4.47,-,2023120113,,
CHIKKABANAVARA 5 MLD,2023-12-01 12:45:00,7.57,23.30,0.37,3.20,28.13,4.42,4.49,12.45,2.96,-,2023120113,,
KADUGODI 6 MLD STP,2023-12-01 12:45:00,7.76,26.80,0.50,3.42,37.17,7.07,9.61,6.56,2.95,-,2023120113,,
HORAMAVU 20 MLD,2023-12-01 12:45:00,7.54,28.10,1.29,3.50,36.79,7.75,9.15,4.51,5.16,-,2023120113,,
K AND C VALLEY 60 MLD,2023-12-01 12:45:00,6.82,26.80,0.61,3.60,46.80,10.69,21.54,8.96,5.06,-,2023120113,,
NAGASANDRA 20 MLD,2023-12-01 12:45:00,7.62,25.10,1.09,4.36,185.07,5.1,44.77,1.05,3.76,-,2023120113,,
RAJACANAL 40 MLD,2023-12-01 12:45:00,7.63,26.30,0.90,4.10,28.86,3.55,4.7,8.01,4.32,-,2023120113,,
YELLAMALAPACHETTY 15 MLD,2023-11-28 10:45:00,7.3,27.02,0.54,2.16,25.09,4.37,1.87,4.59,1.62,-,2023120113,,
BELLANDUR 90 MLD,2023-12-01 12:45:00,7.85,26.30,0.57,1.60,27.84,3.43,12.74,5.57,3.19,-,2023120113,,
DODDABELE 20 MLD,2023-12-01 12:45:00,7.04,26.40,0.79,4.70,39.64,6.84,6.58,11.05,4.22,-,2023120113,,
NAGASANDRA OLD 20 MLD,2023-12-01 12:45:00,7.05,23.70,2.00,3.00,403.39,5.67,378.05,0.00,0.18,-,2023120113,,
4MLD Cubbon Park TTP,2023-12-01 13:00:00,7.07,28.00,0.71,4.71,17.33,1.21,0.94,5.03,3.55,-,2023120113,,
KADABEESANAHALLI 50 MLD,2023-11-26 14:15:00,6.83,25.60,0.79,3.53,92.81,7.85,34.05,6.34,3.14,-,2023120113,,
STP Sarakki 5 MLD,2023-12-01 12:45:00,7.76,26.90,0.59,1.18,18.71,4.81,5.64,3.74,-,-,2023120113,,
Mailasandra STP 75 MLD,2023-12-01 12:39:00,7.76,22.70,7.23,13.01,45.16,7.74,18.97,13.57,3.81,-,2023120113,,
60 MLD V.Valley TTP,2023-12-01 12:45:00,6.91,23.50,0.84,2.02,20.02,1.77,3.19,4.55,1.52,-,2023120113,,
KR Puram STP 20 MLD,2023-12-01 13:00:00,7.06,25.00,1.53,3.06,118.92,0.0,312.93,16.65,3.71,-,2023120113,,
1.5 MLD Lalbagh TTP,2023-11-27 13:15:00,7.21,27.40,0.62,3.03,18.08,1.41,1.06,-0.02,-0.04,-,2023120113,,
35MLD Agaram STP,2023-12-01 13:00:00,7.14,25.40,0.76,3.12,29.27,5.0,4.18,6.43,-,-,2023120113,,
Chikka_Bagur_5_MLD_STP,2023-12-01 13:00:00,8.1,26.70,3.79,7.60,43.20,6.6,8.2,13.20,-,-,2023120113,,
Yelahanka 10MLD TTP,2023-12-01 13:00:00,7.29,24.10,1.42,4.40,36.40,8.9,9.1,7.27,3.06,0.20,2023120113,,
40MLD OLD Rajacanal STP,2023-12-01 13:00:00,7.59,24.20,1.80,5.94,26.10,6.6,7.4,6.53,6.30,0.90,2023120113,,
Hennur 1MLD TTP,2023-12-01 13:00:00,7.45,26.60,1.38,2.07,22.30,3.4,4.9,5.11,4.20,0.28,2023120113,,
4_MLD_Madiwala_STP,2023-12-01 13:00:00,7.83,24.50,1.24,3.60,34.38,2.48,3.6,8.60,-,-,2023120113,,
150MLD STP_K&C valley,2023-12-01 12:55:00,6.41,-,2.72,2.91,-,9.07,8.75,-,-,0.87,2023120113,,
20Mld KR Puram STP New,2023-11-30 15:00:00,7.5,-,3.06,3.38,41.65,6.38,6.83,9.68,-,-,2023120113,,
10 MLD STP HULIMAVU,2023-11-18 23:45:00,7.31,-,-,-,21.22,1.27,3.4,1.20,-,-,2023120113,,
2MLD Ulsoor STP,2023-12-01 13:45:00,7.51,26.20,0.39,1.95,30.87,4.32,4.94,6.17,4.41,-,2023120114,,
